934 , 63 , 135851 , 3
935 , 51 , 128090 , 4
936 , 37 , 70800 , 1
937 , 28 , 63159 , 3
938 , 64 , 66451 , 3
939 , 61 , 12735 , 4
940 , 83 , 34407 , 4
941 , 24 , 145234 , 2
942 , 18 , 147521 , 4
943 , 38 , 4442 , 2
944 , 0 , 60015 , 2
945 , 76 , 43368 , 2
946 , 52 , 6607 , 4
947 , 71 , 105467 , 1
948 , 27 , 139354 , 2
949 , 46 , 131102 , 2
950 , 53 , 25410 , 2
951 , 65 , 85546 , 4
952 , 96 , 6713 , 2
953 , 22 , 82415 , 1
954 , 41 , 27054 , 2
955 , 38 , 141794 , 2
956 , 21 , 76524 , 3
957 , 50 , 101829 , 1
958 , 44 , 131571 , 4
959 , 62 , 45172 , 4
960 , 53 , 9246 , 3
961 , 71 , 77012 , 2
962 , 41 , 90960 , 1
963 , 39 , 114590 , 4
964 , 33 , 8282 , 4
965 , 51 , 66533 , 4
966 , 21 , 132322 , 2
967 , 92 , 12696 , 3
968 , 14 , 105240 , 4
969 , 65 , 38102 , 3
970 , 12 , 44818 , 3
971 , 30 , 75890 , 1
972 , 29 , 139729 , 2
973 , 50 , 41894 , 3
974 , 95 , 5440 , 1
975 , 33 , 110423 , 2
976 , 82 , 135096 , 3
977 , 37 , 79853 , 1
978 , 40 , 31898 , 4
979 , 87 , 85164 , 4
980 , 92 , 12571 , 4
981 , 50 , 30663 , 3
982 , 16 , 42989 , 2
983 , 71 , 95923 , 1
984 , 17 , 86246 , 3
985 , 81 , 109162 , 4
986 , 93 , 58419 , 1
987 , 60 , 42238 , 2
988 , 68 , 67495 , 2
989 , 89 , 53849 , 4
990 , 87 , 101730 , 4
991 , 22 , 47577 , 4
992 , 97 , 133164 , 4
993 , 43 , 98163 , 3
994 , 31 , 4441 , 3
995 , 41 , 66777 , 1
996 , 30 , 108765 , 1
997 , 68 , 129892 , 4
998 , 6 , 111348 , 2
999 , 15 , 91471 , 4
1000 , 72 , 127270 , 1
